# JID                    RA         DEC        q      PA        Ag      Ar      Ai      z        TType   Re      RhalfMass   R235_i   RH      R1       LOGMASS  
  J230922.95+010001.8    347.34563  1.00051    0.84   135.0     0.141   0.097   0.072   0.0153   -99     1.93    4.08        3.4      6.44    9.21     9.16     
  J231041.98-010948.6    347.67496  -1.16353   0.73   91.0      0.118   0.082   0.061   0.0123   -99     0.74    1.48        1.4      2.4     2.44     7.76     
  J231224.26-011045.77   348.10132  -1.17939   0.47   115.0     0.127   0.088   0.065   0.0263   1       1.89    2.5         8.21     10.85   13.94    10.11    
  J231433.12+001409.51   348.63821  0.23582    0.97   205.25    0.145   0.101   0.075   0.0147   5       2.67    2.54        6.09     8.05    9.86     9.83     
  J231459.13+011216.50   348.7466   1.20436    0.91   23.57     0.159   0.11    0.082   0.0346   -5      3.21    4.32        11.7     17.27   30.83    10.9     
  J231501.60+000420.04   348.75669  0.07198    1.0    0.0       0.128   0.088   0.066   0.0512   1       6.61    8.16        15.93    24.64   28.64    10.81    
  J231537.25-004223.48   348.905    -0.70674   0.45   140.0     0.13    0.09    0.067   0.0278   1       3.69    3.1         9.8      12.08   13.95    10.16    
  J231543.19+002501.12   348.9302   0.41694    0.72   71.57     0.172   0.119   0.088   0.0288   5       6.72    5.46        14.46    20.3    22.35    10.4     
  J231544.52+002738.12   348.93574  0.46046    0.66   58.42     0.175   0.121   0.09    0.0345   6       4.48    4.27        8.9      15.99   12.77    9.68     
  J231648.38+005948.87   349.20188  0.99688    0.56   11.02     0.142   0.098   0.073   0.0689   3       13.85   8.79        28.21    37.5    41.13    10.83    
  J231752.39+005634.13   349.46847  0.9427     0.46   74.0      0.169   0.117   0.087   0.0734   2       11.69   8.58        26.68    35.88   40.52    10.85    
  J231808.39-002325.69   349.53505  -0.39092   1.0    0.0       0.15    0.104   0.077   0.0293   -5      5.85    6.17        17.23    27.45   63.97    11.34    
  J231814.71+004556.98   349.56137  0.76567    0.65   85.19     0.192   0.133   0.099   0.0297   -3      2.9     4.02        10.57    16.32   30.97    10.61    
  J231914.84+010026.03   349.81209  1.00702    0.52   90.65     0.174   0.12    0.089   0.0343   0       3.34    3.85        9.77     12.23   16.22    10.28    
  J231923.19+010733.82   349.84653  1.12595    0.49   10.0      0.171   0.118   0.088   0.0301   4       4.37    3.66        11.09    14.96   19.35    10.23    
  J231929.57+010058.26   349.87343  1.01602    0.51   25.0      0.168   0.116   0.087   0.0297   3       3.68    3.52        9.7      12.87   19.82    10.23    
  J231958.05-005908.4    349.99191  -0.98567   0.46   18.22     0.118   0.082   0.061   0.0121   -99     1.18    2.17        2.89     4.96    4.59     8.35     
  J232007.43-002059.64   350.03139  -0.35016   0.73   -24.19    0.132   0.091   0.068   0.0317   5       7.48    8.04        13.56    17.24   21.31    10.22    
  J232029.07-010008.70   350.12111  -1.00288   0.95   75.0      0.121   0.083   0.062   0.0313   -5      6.46    7.43        17.22    29.62   56.2     11.23    
  J232035.21-005251.4    350.14673  -0.88095   0.72   8.0       0.116   0.08    0.06    0.0146   -99     1.24    2.47        2.73     4.74    5.18     8.51     
  J232107.22+002359.51   350.28009  0.39975    0.87   96.7      0.163   0.113   0.084   0.031    -5      4.53    4.98        13.64    25.3    44.75    11.01    
  J232124.78-005908.50   350.35329  -0.98582   0.78   183.06    0.134   0.093   0.069   0.0314   1       4.14    4.52        11.31    13.73   20.38    10.66    
  J232151.82-004126.81   350.46612  -0.69108   0.5    69.24     0.131   0.091   0.067   0.0242   5       5.96    5.11        12.68    16.43   17.48    10.0     
  J232238.68-005903.73   350.66123  -0.98443   0.6    -108.82   0.152   0.105   0.078   0.0331   5       7.03    6.73        15.29    19.65   21.81    10.2     
  J232252.31-010000.94   350.71804  -1.00032   0.82   40.0      0.146   0.101   0.075   0.0334   -5      5.08    5.87        13.71    22.31   35.33    10.97    
  J232337.22+002523.72   350.90514  0.42315    0.8    145.0     0.147   0.102   0.076   0.0801   1       8.04    14.03       20.55    31.26   71.27    11.23    
  J232444.64+010148.34   351.18653  1.03018    0.81   -36.79    0.134   0.093   0.069   0.0183   6       3.21    3.7         5.85     8.93    9.47     9.19     
  J232613.87+010828.19   351.55782  1.14199    0.51   63.0      0.112   0.077   0.058   0.0345   5       5.6     4.96        12.0     15.61   15.05    9.93     
  J232631.10+005013.49   351.62985  0.83705    0.49   12.78     0.134   0.093   0.069   0.0285   2       3.64    3.23        9.36     12.12   12.33    9.89     
  J232944.32+001726.25   352.43482  0.29038    0.94   80.0      0.137   0.095   0.071   0.0576   1       6.42    6.92        14.95    22.3    27.7     10.77    
  J232953.58+001504.3    352.47326  0.25122    0.74   -111.46   0.144   0.1     0.074   0.017    -99     0.63    1.41        1.4      2.28    2.89     8.02     
  J233004.85-003340.5    352.52021  -0.56125   0.66   153.0     0.135   0.093   0.069   0.0082   -99     0.91    1.42        1.19     2.23    3.0      7.99     
  J233025.67+000924.12   352.60699  0.15653    0.97   90.0      0.16    0.111   0.082   0.0174   3       6.27    5.9         10.01    13.43   16.08    10.04    
  J233032.03+000451.73   352.63359  0.08095    0.39   112.0     0.153   0.106   0.079   0.0172   -2      4.04    4.19        15.9     20.51   30.24    10.98    
  J233032.67-000813.85   352.63612  -0.13729   0.57   56.72     0.143   0.099   0.073   0.0579   5       9.92    6.77        22.95    31.71   29.46    10.6     
  J233033.34+000837.7    352.63896  0.14383    0.78   154.0     0.157   0.109   0.081   0.0171   -99     1.24    2.28        2.39     3.87    6.48     8.83     
  J233034.26+000808.1    352.64276  0.1356     0.6    118.0     0.156   0.108   0.08    0.0171   -99     1.28    2.02        2.42     3.83    5.11     8.37     
  J233102.07-000755.3    352.75866  -0.13203   0.31   140.0     0.147   0.102   0.076   0.0085   -99     1.42    1.6         2.05     3.66    2.55     7.37     
  J233225.26-005049.28   353.10535  -0.8471    0.78   95.0      0.111   0.077   0.057   0.0176   10      2.09    3.77        4.77     7.73    8.91     9.1      
  J233225.28-005049.7    353.10537  -0.84714   0.81   90.0      0.111   0.077   0.057   0.0176   -99     1.99    3.66        4.74     7.52    9.01     9.11     
  J233235.86-004414.3    353.14943  -0.73731   0.75   155.0     0.104   0.072   0.053   0.0171   -99     2.51    2.75        3.03     5.41    5.11     8.54     
  J233241.16-004526.1    353.17151  -0.75727   0.53   -5.73     0.104   0.072   0.054   0.0179   -99     1.09    2.26        2.87     4.88    4.84     8.33     
  J233253.03+011157.75   353.22101  1.19932    0.99   -61.89    0.155   0.107   0.08    0.028    0       1.25    1.97        5.8      9.35    12.36    10.18    
  J233302.49+005313.93   353.26099  0.88726    0.5    145.0     0.136   0.094   0.07    0.0858   3       12.85   10.74       28.84    38.57   43.09    11.01    
  J233318.70-002700.56   353.32804  -0.45026   0.67   20.0      0.117   0.081   0.06    0.0585   -5      18.51   19.29       36.05    60.15   135.08   11.76    
  J233319.14-000633      353.32979  -0.10917   0.64   174.0     0.125   0.086   0.064   0.0085   -99     0.55    1.02        0.69     1.41    1.59     7.28     
  J233337.80-002126.41   353.40771  -0.35761   0.54   61.0      0.124   0.085   0.064   0.058    1       7.95    8.33        20.79    27.19   38.74    10.95    
  J233343.39-003410.50   353.4309   -0.56969   0.99   120.0     0.137   0.095   0.071   0.0417   1       4.11    4.65        11.34    14.87   22.58    10.71    
  J233413.50+010148.43   353.55638  1.02987    0.87   30.0      0.122   0.084   0.063   0.085    -3      11.07   14.67       29.67    48.41   96.86    11.8     
  J233450.53-011217.49   353.7107   -1.205     0.77   -105.93   0.151   0.104   0.078   0.0574   3       7.35    6.06        16.8     22.51   23.12    10.69    
  J233513.89+000229.6    353.80792  0.04157    0.82   129.0     0.117   0.081   0.06    0.0177   -99     5.32    3.84        6.47     13.29   11.92    9.42     
  J233539.38+011157.2    353.91409  1.19924    0.86   42.0      0.153   0.106   0.079   0.0087   -99     6.06    4.85        2.33     9.48    6.92     8.73     
  J233625.59+010447.79   354.10674  1.07984    0.91   73.0      0.153   0.106   0.079   0.0578   -5      4.96    6.67        15.56    23.77   47.44    11.2     
  J233646.86+003724.2    354.19526  0.62341    0.86   88.0      0.113   0.078   0.058   0.0088   -99     2.13    2.38        2.58     4.44    5.44     8.65     
  J233743.26-003104.34   354.43038  -0.51799   0.73   150.0     0.109   0.076   0.056   0.0358   0       9.61    7.77        19.94    32.85   48.89    11.03    
  J233744.12+002127.92   354.43392  0.35759    0.43   35.59     0.129   0.089   0.066   0.0667   2       13.32   10.91       29.27    36.07   38.17    10.78    
  J233811.04-002746.91   354.54601  -0.46309   0.9    106.69    0.108   0.075   0.056   0.0352   6       6.19    5.9         11.6     15.53   18.22    10.08    
  J233905.61+003315.1    354.77339  0.55422    0.85   50.0      0.124   0.086   0.064   0.0179   -99     1.93    3.61        1.12     3.55    4.93     8.2      
  J233906.23-002615.10   354.77614  -0.43779   1.0    0.0       0.119   0.082   0.061   0.0715   5       9.17    9.16        19.14    23.62   28.11    10.99    
  J233908.64+002748.53   354.78612  0.46314    0.51   88.89     0.129   0.089   0.066   0.0175   -2      2.48    3.0         8.66     11.25   16.26    10.32    
  J233941.25-000204.14   354.92189  -0.03449   0.8    -28.52    0.11    0.076   0.056   0.0233   -5      2.77    4.0         9.15     13.68   23.67    10.55    
  J233942.47+004956.8    354.927    0.83245    0.75   52.0      0.107   0.074   0.055   0.0177   -99     0.97    1.7         1.38     2.4     2.99     7.92     
  J234019.83+000601.54   355.08281  0.10014    0.51   -26.63    0.106   0.074   0.055   0.0606   5       10.7    8.66        21.18    26.61   26.63    10.22    
  J234022.62-000925.67   355.09456  -0.1572    0.85   0.0       0.105   0.073   0.054   0.0362   4       4.44    4.08        9.68     15.47   14.37    10.02    
  J234032.68-003303.75   355.13611  -0.55103   0.95   120.81    0.111   0.077   0.057   0.0231   6       4.43    5.37        8.43     11.68   15.02    9.79     
  J234107.76-010215.25   355.28249  -1.03751   0.53   19.0      0.106   0.073   0.054   0.036    2       6.07    4.28        18.41    24.82   28.58    10.67    
  J234125.93-003943.88   355.3581   -0.6623    0.45   77.0      0.1     0.069   0.052   0.0362   3       3.02    3.56        10.86    16.26   25.96    10.39    
  J234158.22-000300.50   355.49276  -0.05036   0.85   25.0      0.093   0.064   0.048   0.037    3       2.71    3.36        6.61     9.63    12.79    9.86     
  J234215.64-003745.96   355.5652   -0.62973   0.41   128.0     0.1     0.07    0.052   0.0359   1       3.86    3.68        9.57     13.09   15.32    9.87     
  J234334.78+003404.10   355.89502  0.5677     0.6    92.0      0.086   0.06    0.044   0.0826   -5      10.06   12.86       30.23    46.53   88.86    11.68    
  J234355.95+001305.11   355.98327  0.21806    0.86   11.0      0.095   0.065   0.049   0.0221   -5      1.58    2.34        6.04     10.1    17.29    10.35    
  J234430.08+001913.71   356.12545  0.32046    0.91   72.56     0.082   0.057   0.042   0.022    -5      4.06    4.74        11.65    17.42   28.21    10.78    
  J234456.11+010736.75   356.23403  1.12677    0.75   116.08    0.111   0.077   0.057   0.0587   -5      10.06   11.6        23.67    36.21   66.99    11.39    
  J234700.43-002650.66   356.75203  -0.44739   0.88   75.0      0.15    0.104   0.077   0.0712   4       5.29    7.88        20.26    27.33   41.77    11.02    
  J234708.54-003639.09   356.78549  -0.6108    0.56   85.5      0.152   0.105   0.078   0.0373   -5      8.6     8.29        23.84    34.74   65.61    11.24    
  J234713.36-002848.66   356.80573  -0.4802    0.64   -33.97    0.148   0.103   0.076   0.038    5       8.21    7.1         16.77    22.17   25.58    10.42    
  J234949.74-000137      357.45729  -0.02696   0.39   155.0     0.109   0.076   0.056   0.0153   -99     1.95    2.3         2.46     4.46    2.92     7.61     
  J235106.25+010324.13   357.77623  1.05666    0.38   -36.63    0.074   0.051   0.038   0.027    5       13.02   7.95        27.54    33.52   36.08    10.49    
  J235331.01-004424.58   358.37921  -0.74032   0.76   148.0     0.091   0.063   0.047   0.0231   4       2.46    2.44        8.1      14.01   19.31    10.38    
  J235331.35+011336.36   358.38066  1.22654    0.48   12.51     0.078   0.054   0.04    0.0611   3       9.84    8.92        18.86    26.21   27.7     10.24    
  J235551.97+003328.44   358.9667   0.5578     0.85   115.0     0.12    0.083   0.061   0.0227   -5      6.14    10.39       12.62    24.3    51.47    10.84    
  J235613.47-003226.57   359.0566   -0.53947   0.61   110.0     0.105   0.073   0.054   0.0222   4       4.38    5.48        9.5      12.22   13.72    9.7      
  J235618.80-001820.17   359.0786   -0.30583   0.71   99.29     0.124   0.086   0.064   0.0241   -3      4.11    5.08        16.7     26.56   48.39    11.15    
  J235627.30-005040.85   359.11386  -0.84479   0.86   135.0     0.092   0.064   0.048   0.0237   5       3.74    3.23        5.87     11.35   11.25    9.48     
  J235630.66-002326.82   359.12787  -0.39078   0.63   86.27     0.114   0.079   0.058   0.0239   -3      1.85    2.82        6.92     9.14    14.86    10.33    
  J235656.66-005912.30   359.23602  -0.9869    0.55   129.0     0.092   0.063   0.047   0.0328   -2      3.06    4.0         9.18     11.53   14.66    10.5     
  J235748.57+004744.07   359.45252  0.79546    0.73   30.0      0.102   0.07    0.052   0.0617   -5      10.07   13.72       28.32    45.81   101.04   11.65    
  J235905.96+003300.2    359.77484  0.55008    0.59   42.0      0.092   0.064   0.047   0.0153   -99     0.79    1.5         1.78     2.92    3.19     8.14     
