# Post-processed data from Mosleh et al. 2020.
# Galaxies are selected in this file from the paper,
# with "Method 1" being preferred over "Method 2".
# Only galaxies with reliable efforts for either of
# those have been inclued, with around a 15%
# drop rate. These columns correspond to z, 10**logM*, 
# rM{I,II}, e_rM{I,II}, and a separate column provided
# to tell us if the galaxies were star forming or not.
# Data postprocessing by Josh Borrow on 20 Jan 2021.
# Column [],Redshift [],Stellar Mass [Solar_Mass],Half-Mass Radius [kpc],Half-Mass Radius Error [kpc],Star Forming []
2978,1.13,11481536214.968842,0.888,0.049,0
2979,0.99,50118723362.72715,2.111,0.048,1
2980,1.49,7943282347.242822,1.219,0.051,0
2981,0.94,8912509381.33744,3.219,0.047,1
2982,1.38,60255958607.435684,1.669,0.051,1
2983,1.15,15135612484.362072,2.275,0.049,1
2984,1.45,22908676527.6777,1.877,0.051,1
2985,1.97,7079457843.841373,1.41,0.05,1
2986,0.97,9772372209.558111,1.575,0.048,1
2987,1.04,27542287033.381634,0.534,0.049,1
2988,0.85,18197008586.099827,0.874,0.046,0
2989,1.15,9772372209.558111,6.232,0.189,1
2990,1.08,11481536214.968842,5.183,0.115,1
2991,0.88,11220184543.019653,1.627,0.046,1
2992,0.92,25118864315.09582,0.988,0.047,0
2993,1.54,12022644346.174131,1.475,0.051,1
2994,1.14,38018939632.05613,1.482,0.049,1
2995,0.99,85113803820.2376,1.247,0.048,0
2996,1.01,22387211385.683376,0.386,0.048,0
2997,0.71,134896288259.1656,2.675,0.043,0
2998,1.02,16982436524.61746,0.773,0.048,1
2999,0.99,17378008287.493763,1.391,0.048,0
3000,0.25,17378008287.493763,1.949,0.023,1
3001,1.69,6456542290.346562,2.694,0.06,1
3002,1.37,61659500186.148094,1.618,0.051,0
3003,0.94,112201845430.19653,1.562,0.047,1
3004,0.63,20417379446.695316,8.126,0.041,1
3005,0.53,38904514499.42805,1.738,0.038,0
3006,1.02,7943282347.242822,2.85,0.048,1
3007,1.77,32359365692.96281,1.522,0.051,1
3008,0.68,6760829753.919819,1.823,0.042,1
3009,0.82,12882495516.931322,4.046,0.089,1
3010,1.22,34673685045.2531,0.749,0.05,0
3011,1.15,83176377110.26709,0.89,0.049,0
3012,1.84,9332543007.969925,2.734,0.051,1
3013,1.2,13803842646.028866,1.793,0.05,1
3014,0.72,42657951880.15934,0.651,0.043,0
3015,1.42,15848931924.611109,12.061,0.721,1
3016,1.4,8511380382.023759,4.0,0.127,1
3017,0.84,34673685045.2531,0.916,0.046,1
3018,0.58,13489628825.916561,1.462,0.04,1
3019,0.49,10471285480.508986,1.015,0.036,1
3020,1.59,19054607179.632442,1.272,0.051,1
3021,0.72,12302687708.123812,1.432,0.043,0
3022,1.14,31622776601.683792,1.827,0.049,1
3023,1.01,16595869074.375631,3.085,0.059,1
3024,1.7,12589254117.941662,0.966,0.113,1
3025,1.94,8709635899.560797,1.664,0.05,1
3026,1.84,36307805477.01018,1.063,0.051,1
3027,1.36,28840315031.266117,2.021,0.051,1
3028,1.74,6918309709.189363,4.215,0.124,1
3029,0.96,47863009232.2638,0.666,0.048,0
3030,1.43,10471285480.508986,2.383,0.051,1
3031,0.81,6456542290.346562,5.704,0.063,1
3032,1.76,16982436524.61746,2.589,0.065,1
3033,0.77,10471285480.508986,1.468,0.044,0
3034,0.72,34673685045.2531,0.911,0.043,0
3035,1.55,25118864315.09582,1.678,0.051,0
3036,0.99,7244359600.749891,1.775,0.086,0
3037,1.54,9772372209.558111,8.593,3.194,1
3038,1.69,10715193052.376049,2.338,0.051,1
3039,1.63,15135612484.362072,3.51,0.068,1
3040,1.35,19498445997.580414,10.956,0.454,1
3041,0.78,8709635899.560797,0.447,0.045,0
3042,0.79,28183829312.644493,1.616,0.045,0
3043,1.32,19952623149.688828,4.333,0.077,1
3044,1.14,15135612484.362072,0.494,0.049,0
3045,1.14,81283051616.40996,3.161,0.049,1
3046,0.94,18197008586.099827,2.462,0.047,1
3047,1.06,36307805477.01018,1.364,0.049,1
3048,0.78,32359365692.96281,1.385,0.045,0
3049,1.03,41686938347.03346,2.469,0.048,1
3050,0.96,125892541179.41661,2.142,0.048,1
3051,1.69,6918309709.189363,2.084,0.051,1
3052,1.32,9120108393.559114,1.713,0.05,1
3053,0.34,194984459975.80414,4.773,0.029,0
3054,1.22,10232929922.807537,2.446,0.05,1
3055,1.39,14125375446.227554,3.036,0.12,1
3056,0.95,37153522909.71728,1.662,0.047,1
3057,0.99,26915348039.26914,1.151,0.048,1
3058,0.43,22387211385.683376,2.156,0.034,1
3059,1.99,22908676527.6777,2.062,0.05,1
3060,1.37,6456542290.346562,2.174,0.051,1
3061,1.53,102329299228.07536,0.712,0.051,1
3062,1.64,33884415613.920204,1.577,0.086,0
3063,0.62,7585775750.291851,3.423,0.054,1
3064,0.96,112201845430.19653,2.047,0.048,0
3065,1.29,6918309709.189363,1.96,0.05,1
3066,0.47,11220184543.019653,0.957,0.035,1
3067,0.97,70794578438.41373,1.861,0.048,0
3068,1.04,12589254117.941662,1.407,0.049,1
3069,1.25,30199517204.02019,0.551,0.05,1
3070,1.11,52480746024.97734,2.556,0.049,1
3071,0.95,22908676527.6777,1.567,0.047,1
3072,0.65,13182567385.564047,7.406,0.214,1
3073,0.68,7079457843.841373,3.011,0.042,1
3074,1.66,37153522909.71728,1.424,0.051,0
3075,1.08,7413102413.009162,3.178,0.049,1
3076,0.49,21877616239.495518,2.9,0.036,1
3077,0.39,43651583224.016655,3.049,0.035,0
3078,1.09,9120108393.559114,1.127,0.049,1
3079,0.67,24547089156.850334,0.843,0.042,0
3080,1.93,26302679918.953815,2.926,0.05,1
3081,1.14,6309573444.801943,2.074,0.049,1
3082,1.24,16218100973.58933,4.202,0.13,0
3083,1.62,12589254117.941662,2.442,0.051,1
3084,0.67,61659500186.148094,2.234,0.042,0
3085,1.05,38904514499.42805,1.07,0.049,1
3086,1.67,9549925860.214369,1.271,0.098,0
3087,0.98,7585775750.291851,2.871,0.048,1
3088,1.45,6918309709.189363,1.699,0.136,1
3089,0.66,18620871366.628654,3.225,0.046,1
3090,1.96,19498445997.580414,1.964,0.05,1
3091,0.67,97723722095.58112,2.234,0.042,0
3092,1.15,40738027780.41122,1.484,0.049,1
3093,1.46,10964781961.43183,3.045,0.055,1
3094,1.84,32359365692.96281,1.367,0.051,1
3095,1.04,10232929922.807537,6.355,0.156,1
3096,0.69,41686938347.03346,1.45,0.043,1
3097,0.67,23988329190.194946,1.222,0.042,0
3098,1.77,30199517204.02019,1.167,0.051,1
3099,1.66,17378008287.493763,3.712,0.096,1
3100,1.02,15488166189.124796,1.932,0.048,1
3101,1.4,52480746024.97734,2.228,0.051,1
3102,0.95,9549925860.214369,4.843,0.129,1
3103,1.13,14791083881.682072,5.967,0.13,1
3104,1.52,17782794100.38923,2.338,0.087,1
3105,0.95,6606934480.075964,2.421,0.047,1
3106,0.84,26302679918.953815,1.237,0.046,1
3107,1.35,104712854805.08984,1.212,0.05,0
3108,0.98,45708818961.48752,2.44,0.048,1
3109,1.42,31622776601.683792,0.304,0.051,1
3110,0.69,8128305161.640995,2.602,0.043,1
3111,0.63,52480746024.97734,0.575,0.041,0
3112,1.61,23988329190.194946,5.596,0.051,1
3113,0.53,10964781961.43183,2.683,0.038,1
3114,0.52,12589254117.941662,0.524,0.037,0
3115,1.16,6760829753.919819,2.774,0.05,1
3116,0.96,8912509381.33744,1.095,0.048,1
3117,0.66,6606934480.075964,2.848,0.048,1
3118,0.38,12589254117.941662,1.125,0.031,1
3119,1.09,104712854805.08984,2.057,0.049,0
3120,0.73,31622776601.683792,1.614,0.044,0
3121,1.55,6760829753.919819,3.916,0.11,1
3122,0.46,28183829312.644493,3.501,0.035,1
3123,1.66,22387211385.683376,2.238,0.051,1
3124,1.54,6309573444.801943,3.102,0.396,1
3125,1.3,7585775750.291851,2.565,0.05,1
3126,0.64,21877616239.495518,2.81,0.041,1
3127,0.2,8317637711.026709,1.149,0.02,1
3128,0.2,13803842646.028866,2.714,0.033,1
3129,1.64,22908676527.6777,3.459,0.086,1
3130,0.26,34673685045.2531,1.57,0.024,0
3131,1.67,154881661891.24796,3.153,0.069,0
3132,0.62,30902954325.13592,7.457,0.056,0
3133,0.87,20892961308.54041,2.269,0.046,1
3134,1.52,104712854805.08984,1.779,0.051,1
3135,1.37,9120108393.559114,5.392,46.684,1
3136,1.86,31622776601.683792,2.982,0.028,1
3137,0.66,154881661891.24796,3.643,0.042,1
3138,0.6,37153522909.71728,1.485,0.04,0
3139,0.84,24547089156.850334,2.062,0.046,1
3140,1.87,10964781961.43183,2.782,0.051,1
3141,0.85,23442288153.19918,0.874,0.046,1
3142,1.99,7762471166.286927,1.81,0.069,1
3143,0.69,40738027780.41122,4.906,0.113,0
3144,1.35,97723722095.58112,0.959,0.05,0
3145,1.86,15848931924.611109,1.366,0.051,0
3146,1.01,33884415613.920204,2.795,0.048,1
3147,0.82,7585775750.291851,2.182,0.045,1
3148,0.69,12882495516.931322,2.303,0.043,1
3149,1.09,25703957827.68865,2.939,0.049,1
3150,1.34,16982436524.61746,2.22,0.05,1
3151,1.72,31622776601.683792,2.864,0.353,1
3152,1.65,7244359600.749891,1.424,0.058,1
3153,1.04,69183097091.89363,0.534,0.049,0
3154,0.96,8709635899.560797,1.381,0.048,1
3155,0.52,19498445997.580414,0.935,0.037,0
3156,1.85,19498445997.580414,2.126,0.051,1
3157,1.0,8511380382.023759,1.972,0.048,1
3158,1.07,6760829753.919819,1.757,0.049,1
3159,0.67,7943282347.242822,0.885,0.042,0
3160,0.57,12302687708.123812,1.45,0.039,0
3161,1.42,18197008586.099827,2.889,0.065,1
3162,1.0,8709635899.560797,4.76,0.116,1
3163,1.0,8912509381.33744,1.394,0.048,1
3164,1.89,30199517204.02019,2.577,0.213,1
3165,1.46,9120108393.559114,3.045,0.222,1
3166,1.55,9772372209.558111,1.424,0.051,1
3167,1.38,6760829753.919819,2.428,0.051,1
3168,0.69,43651583224.016655,1.408,0.043,0
3169,1.54,16218100973.58933,1.22,0.06,1
3170,0.95,38018939632.05613,1.187,0.047,1
3171,0.97,19054607179.632442,1.146,0.048,0
3172,1.23,27542287033.381634,4.147,0.213,1
3173,0.83,120226443461.74132,3.468,0.046,1
3174,0.94,18620871366.628654,2.557,0.047,1
3175,0.97,8511380382.023759,1.289,0.048,1
3176,1.21,22387211385.683376,2.293,0.05,1
3177,0.83,10000000000.0,0.502,0.046,0
3178,1.09,28840315031.266117,0.686,0.049,1
3179,1.54,11748975549.395304,0.864,0.051,1
3180,1.62,50118723362.72715,1.272,0.058,0
3181,1.95,23988329190.194946,2.822,0.05,1
3182,1.21,14454397707.45928,0.648,0.05,1
3183,1.14,295120922666.639,4.593,0.049,0
3184,1.97,41686938347.03346,1.712,0.05,1
3185,0.74,26302679918.953815,0.614,0.044,0
3186,0.67,14791083881.682072,1.644,0.042,0
3187,1.46,28183829312.644493,2.792,0.067,1
3188,0.66,58884365535.55884,0.754,0.042,0
3189,1.39,9332543007.969925,2.075,0.051,1
3190,1.47,22387211385.683376,1.015,0.051,1
3191,0.98,20892961308.54041,2.632,0.048,1
3192,1.58,28840315031.266117,0.916,0.051,0
3193,1.94,107151930523.76048,1.563,0.05,1
3194,1.58,41686938347.03346,1.679,0.051,0
3195,1.6,34673685045.2531,1.628,0.051,0
3196,0.99,25118864315.09582,0.815,0.048,0
3197,0.67,93325430079.69925,4.804,0.042,1
3198,1.11,12022644346.174131,3.539,0.049,1
3199,0.67,13803842646.028866,1.728,0.042,1
3200,0.34,11481536214.968842,1.106,0.029,1
3201,0.67,20892961308.54041,1.306,0.042,0
3202,1.36,14454397707.45928,2.273,0.063,1
3203,1.03,10232929922.807537,2.469,0.048,1
3204,1.4,8912509381.33744,1.266,0.051,0
3205,1.73,9772372209.558111,3.962,0.118,1
3206,1.66,32359365692.96281,0.153,0.051,0
3207,1.1,52480746024.97734,0.981,0.049,1
3208,1.6,14791083881.682072,2.137,0.051,1
3209,1.2,43651583224.016655,1.693,0.05,1
3210,1.67,7413102413.009162,3.0,0.051,1
3211,1.87,17782794100.38923,1.669,0.051,1
3212,1.38,69183097091.89363,1.264,0.051,0
3213,0.65,7762471166.286927,3.578,0.049,1
3214,0.98,13182567385.564047,2.584,0.048,1
3215,1.02,8709635899.560797,2.029,0.048,1
3216,1.11,8317637711.026709,4.522,0.105,1
3217,0.88,16595869074.375631,0.744,0.046,0
3218,1.57,54954087385.76248,2.238,0.051,0
3219,1.13,69183097091.89363,1.381,0.049,0
3220,0.89,7244359600.749891,1.072,0.047,0
3221,1.14,9549925860.214369,1.334,0.049,1
3222,1.36,9772372209.558111,4.307,0.847,1
3223,1.31,12882495516.931322,2.064,0.05,1
3224,1.75,14791083881.682072,2.539,0.056,1
3225,1.88,8511380382.023759,2.073,0.051,1
3226,0.99,6606934480.075964,2.686,0.048,1
3227,1.62,6456542290.346562,0.61,0.051,1
3228,1.75,17782794100.38923,1.016,0.051,0
3229,1.16,46773514128.71981,3.864,0.05,1
3230,1.9,10000000000.0,4.394,0.466,1
3231,0.51,13489628825.916561,2.259,0.037,1
3232,1.4,17782794100.38923,2.329,0.051,1
3233,1.09,12302687708.123812,3.674,0.049,1
3234,1.13,109647819614.31828,0.592,0.049,0
3235,1.01,8709635899.560797,2.072,0.048,1
3236,1.45,12022644346.174131,1.065,0.051,0
3237,0.89,7762471166.286927,3.917,0.079,1
3238,1.57,21379620895.022324,1.119,0.051,0
3239,1.02,21877616239.495518,0.725,0.048,0
3240,0.67,9549925860.214369,0.59,0.042,0
3241,0.37,8511380382.023759,1.475,0.031,1
3242,1.59,23442288153.19918,1.933,0.051,1
3243,1.47,7762471166.286927,1.523,0.051,0
3244,1.66,48977881936.84457,2.39,0.051,1
3245,1.24,7079457843.841373,0.55,0.05,1
3246,1.55,38904514499.42805,1.678,0.203,1
3247,0.52,40738027780.41122,2.357,0.037,0
3248,0.85,33884415613.920204,0.69,0.046,1
3249,1.14,34673685045.2531,1.926,0.049,1
3250,1.54,33113112148.259075,2.797,0.051,1
3251,1.72,39810717055.34969,3.506,0.051,1
3252,1.28,20417379446.695316,1.758,0.05,0
3253,1.12,8128305161.640995,1.871,0.163,0
3254,1.25,8128305161.640995,1.052,0.05,1
3255,1.05,30199517204.02019,2.479,0.049,1
3256,1.65,16595869074.375631,0.814,0.051,0
3257,1.36,58884365535.55884,1.617,0.051,1
3258,0.63,24547089156.850334,0.739,0.041,0
3259,1.08,43651583224.016655,1.027,0.049,0
3260,0.33,7413102413.009162,2.397,0.043,1
3261,1.84,10000000000.0,0.363,0.034,1
3262,1.16,13489628825.916561,2.18,0.05,0
3263,1.05,34673685045.2531,0.535,0.049,0
3264,1.87,20892961308.54041,1.214,0.051,0
3265,1.71,19054607179.632442,6.083,0.252,1
3266,1.12,41686938347.03346,0.394,0.049,0
3267,1.8,26915348039.26914,2.332,0.054,1
3268,1.1,85113803820.2376,1.227,0.049,0
3269,1.12,32359365692.96281,3.348,0.06,1
3270,1.44,21379620895.022324,3.347,0.179,1
3271,1.11,69183097091.89363,1.622,0.049,0
3272,1.91,7244359600.749891,1.414,0.05,0
3273,0.34,6309573444.801943,1.746,0.029,1
3274,0.68,23988329190.194946,1.993,0.042,1
3275,1.1,79432823472.42822,5.398,0.049,1
3276,0.76,11481536214.968842,2.966,0.044,1
3277,1.07,10471285480.508986,1.025,0.145,1
3278,1.7,18197008586.099827,2.287,0.071,1
3279,1.11,109647819614.31828,2.704,0.049,1
3280,1.85,34673685045.2531,0.81,0.051,0
3281,1.46,7585775750.291851,2.487,0.051,1
3282,1.5,61659500186.148094,3.963,0.068,1
3283,0.76,25118864315.09582,1.992,0.044,1
3284,1.89,6760829753.919819,2.729,0.123,1
3285,1.7,10471285480.508986,2.846,0.366,1
3286,1.84,60255958607.435684,1.62,0.051,0
3287,1.48,10964781961.43183,1.574,0.15,1
3288,1.09,18620871366.628654,2.057,0.049,1
3289,1.36,12302687708.123812,1.415,0.051,1
3290,0.98,8317637711.026709,2.345,0.048,1
3291,1.79,12882495516.931322,2.232,0.051,1
3292,0.8,14791083881.682072,0.992,0.045,1
3293,0.76,16218100973.58933,0.974,0.044,0
3294,1.62,19952623149.688828,2.086,0.076,0
3295,1.74,13803842646.028866,0.457,0.051,0
3296,1.67,9549925860.214369,3.763,0.119,1
3297,1.72,43651583224.016655,1.982,0.051,1
3298,1.71,10232929922.807537,3.049,0.088,1
3299,1.89,60255958607.435684,1.87,0.051,1
3300,0.76,61659500186.148094,1.151,0.044,1
3301,0.56,51286138399.13659,1.981,0.039,0
3302,1.11,30199517204.02019,10.398,0.191,1
3303,1.75,17782794100.38923,1.676,0.051,1
3304,1.75,20892961308.54041,1.422,0.051,0
3305,1.25,27542287033.381634,1.702,0.05,1
3306,1.5,7244359600.749891,2.693,0.051,1
3307,1.64,10232929922.807537,2.899,0.074,1
3308,1.73,61659500186.148094,1.981,0.051,1
3309,1.97,16218100973.58933,4.279,0.086,1
3310,1.12,14454397707.45928,1.772,0.049,1
3311,0.58,10000000000.0,1.462,0.04,0
3312,0.52,43651583224.016655,2.133,0.037,0
3313,1.81,39810717055.34969,4.156,0.051,1
3314,1.67,13489628825.916561,1.678,0.143,0
3315,1.77,39810717055.34969,2.487,0.051,1
3316,0.68,28840315031.266117,2.332,0.042,1
3317,1.92,40738027780.41122,3.453,0.035,1
3318,1.11,7079457843.841373,1.376,0.079,0
3319,0.67,14125375446.227554,2.191,0.042,1
3320,1.88,43651583224.016655,2.932,0.073,1
3321,1.62,6918309709.189363,4.324,0.127,0
3322,0.35,6456542290.346562,1.483,0.03,1
3323,1.87,22908676527.6777,1.264,0.051,0
3324,1.95,31622776601.683792,1.562,0.05,1
3325,1.24,7244359600.749891,3.514,0.035,1
3326,0.52,47863009232.2638,1.833,0.037,0
3327,1.11,37153522909.71728,0.639,0.049,1
3328,0.96,6309573444.801943,2.142,0.048,1
3329,0.9,10471285480.508986,1.637,0.047,0
3330,1.75,134896288259.1656,1.32,0.051,0
3331,1.75,33113112148.259075,3.859,0.051,1
3332,1.64,20892961308.54041,1.78,0.051,0
3333,1.54,64565422903.46562,1.373,0.051,1
3334,1.38,10964781961.43183,3.743,0.154,1
3335,1.56,24547089156.850334,1.882,0.051,1
3336,1.39,7413102413.009162,8.704,0.553,1
3337,0.85,22387211385.683376,2.161,0.046,1
3338,1.75,44668359215.09635,4.57,0.166,1
3339,0.74,14125375446.227554,5.085,0.07,1
3340,0.54,31622776601.683792,1.106,0.038,0
3341,1.23,6309573444.801943,0.75,0.05,0
3342,0.62,22908676527.6777,0.489,0.041,0
3343,1.38,34673685045.2531,1.467,0.051,0
3344,1.53,6918309709.189363,3.966,0.608,1
3345,0.66,9332543007.969925,2.806,0.042,1
3346,1.99,43651583224.016655,4.375,0.736,1
3347,0.75,6918309709.189363,1.101,0.044,1
3348,0.68,69183097091.89363,4.071,0.051,0
3349,1.26,54954087385.76248,1.303,0.05,0
3350,1.52,30199517204.02019,1.779,0.051,1
3351,0.65,27542287033.381634,1.872,0.042,1
3352,0.74,40738027780.41122,2.587,0.044,1
3353,1.22,22387211385.683376,2.645,0.05,1
3354,0.87,6760829753.919819,5.187,0.13,1
3355,0.12,9120108393.559114,2.065,0.013,1
3356,0.9,8709635899.560797,2.292,0.047,1
3357,1.0,17378008287.493763,1.154,0.048,0
3358,1.22,24547089156.850334,3.893,0.068,1
3359,1.23,10000000000.0,3.947,0.05,1
3360,1.25,7413102413.009162,0.851,0.05,1
3361,1.91,34673685045.2531,2.625,0.051,1
3362,1.68,8912509381.33744,2.796,0.06,1
3363,1.22,33884415613.920204,1.747,0.05,1
3364,1.0,8511380382.023759,0.817,0.048,1
3365,0.78,31622776601.683792,1.653,0.045,1
3366,1.46,19054607179.632442,1.015,0.051,0
3367,1.54,45708818961.48752,1.475,0.051,1
3368,1.52,16982436524.61746,1.169,0.051,1
3369,1.51,10964781961.43183,2.694,0.051,1
3370,0.74,32359365692.96281,1.14,0.044,1
3371,1.88,56234132519.034904,1.011,0.051,0
3372,0.73,89125093813.3744,2.312,0.044,0
3373,1.7,16982436524.61746,1.664,0.02,0
3374,0.68,7079457843.841373,2.587,0.042,1
3375,1.26,91201083935.59116,1.153,0.05,0
3376,1.76,26302679918.953815,1.827,0.06,1
3377,1.02,30902954325.13592,0.145,0.048,0
3378,0.73,14454397707.45928,1.919,0.044,1
3379,0.96,45708818961.48752,1.047,0.048,0
3380,1.51,11220184543.019653,2.846,0.055,1
3381,0.73,26915348039.26914,1.134,0.044,0
3382,0.58,14454397707.45928,1.027,0.04,0
3383,1.29,10471285480.508986,0.452,0.05,0
3384,0.74,10715193052.376049,1.754,0.044,1
3385,1.54,112201845430.19653,3.356,0.075,0
3386,1.25,48977881936.84457,9.063,1.343,0
3387,1.52,29512092266.663902,3.05,0.068,1
3388,1.03,11748975549.395304,0.726,0.048,0
3389,1.32,10232929922.807537,3.93,0.05,1
3390,1.51,27542287033.381634,2.643,0.051,1
3391,0.52,10471285480.508986,1.347,0.037,1
3392,1.02,47863009232.2638,3.333,0.048,1
3393,1.03,6760829753.919819,3.195,0.055,1
3394,1.37,9549925860.214369,5.459,0.102,1
3395,1.6,83176377110.26709,3.205,0.051,0
3396,1.62,181970085860.99826,2.289,0.051,1
3397,1.28,6760829753.919819,2.009,0.069,0
3398,0.98,11748975549.395304,1.914,0.048,1
3399,1.62,26302679918.953815,2.95,0.2,1
3400,1.23,9772372209.558111,2.299,0.05,1
3401,1.43,25118864315.09582,3.752,0.117,1
3402,1.52,19952623149.688828,4.626,0.157,0
3403,1.04,10715193052.376049,1.989,0.049,1
3404,1.58,9332543007.969925,3.408,0.051,1
3405,1.09,31622776601.683792,5.829,0.049,0
3406,1.65,8709635899.560797,3.408,0.085,1
3407,1.96,114815362149.6884,2.115,0.05,1
3408,1.26,30902954325.13592,2.105,0.05,1
3409,1.45,10232929922.807537,1.979,0.051,1
3410,1.61,102329299228.07536,1.272,0.051,0
3411,1.0,7762471166.286927,0.289,0.048,0
3412,0.45,6309573444.801943,2.801,0.035,1
3413,1.53,15848931924.611109,4.321,0.135,1
3414,1.13,8912509381.33744,2.614,0.049,1
3415,1.72,234422881531.9918,3.201,0.063,1
3416,1.38,40738027780.41122,3.793,0.051,1
3417,1.01,14454397707.45928,0.386,0.048,0
3418,0.56,8912509381.33744,2.097,0.039,1
3419,1.27,9332543007.969925,3.111,0.1,1
3420,1.52,6760829753.919819,2.186,0.051,1
3421,1.57,11748975549.395304,2.085,0.051,0
3422,0.66,10715193052.376049,2.01,0.042,1
3423,1.1,20417379446.695316,3.533,0.049,1
3424,1.38,25703957827.68865,1.214,0.051,0
3425,1.56,8128305161.640995,4.17,0.404,0
3426,0.13,7762471166.286927,2.88,0.014,0
3427,1.0,8511380382.023759,8.944,0.451,1
3428,1.52,23988329190.194946,2.592,0.051,1
3429,0.85,8709635899.560797,2.667,0.046,1
3430,0.56,16595869074.375631,3.03,0.071,0
3431,0.51,8128305161.640995,1.074,0.037,0
3432,1.57,11748975549.395304,2.136,0.051,1
3433,1.12,58884365535.55884,0.935,0.049,1
3434,1.05,7079457843.841373,2.868,0.073,1
3435,1.04,23442288153.19918,1.116,0.049,0
3436,1.9,6606934480.075964,2.02,0.051,1
3437,1.45,9332543007.969925,1.218,0.051,1
3438,0.66,58884365535.55884,2.178,0.042,0
3439,1.09,19498445997.580414,0.294,0.049,0
3440,1.12,30199517204.02019,0.394,0.049,0
3441,1.27,56234132519.034904,1.906,0.05,1
3442,1.14,18620871366.628654,2.321,0.126,1
3443,1.6,19498445997.580414,11.039,2.156,0
3444,1.61,75857757502.91852,10.428,0.461,0
3445,1.97,7943282347.242822,2.293,0.045,1
3446,1.12,31622776601.683792,2.659,0.049,1
3447,1.63,123026877081.23811,2.594,0.067,0
3448,1.43,6760829753.919819,2.788,0.051,1
3449,1.81,165958690743.75632,4.46,0.08,1
3450,0.85,10471285480.508986,1.38,0.046,1
3451,1.3,15135612484.362072,0.402,0.05,0
3452,0.67,12302687708.123812,1.054,0.042,0
3453,1.36,20892961308.54041,0.909,0.051,0
3454,1.34,44668359215.09635,0.807,0.05,0
3455,0.21,15488166189.124796,3.046,0.021,1
3456,1.67,20417379446.695316,7.068,0.159,0
3457,0.99,16595869074.375631,2.063,0.048,1
3458,1.99,33884415613.920204,2.364,0.05,1
3459,1.42,18620871366.628654,2.939,0.051,1
3460,0.46,10232929922.807537,3.081,0.035,1
3461,0.58,120226443461.74132,3.318,0.04,0
3462,1.48,6918309709.189363,3.352,0.131,1
3463,1.7,37153522909.71728,2.796,0.051,0
3464,1.66,6309573444.801943,1.17,0.051,1
3465,0.74,10715193052.376049,1.71,0.044,1
3466,0.64,6309573444.801943,1.488,0.041,1
3467,0.96,10715193052.376049,3.19,0.048,1
3468,1.39,12589254117.941662,1.771,0.051,1
3469,1.31,20892961308.54041,0.252,0.05,0
3470,0.95,6309573444.801943,0.237,0.047,0
3471,1.36,34673685045.2531,2.576,0.051,1
3472,1.86,85113803820.2376,3.187,0.069,1
3473,0.58,6456542290.346562,3.239,0.04,1
3474,0.74,8511380382.023759,0.745,0.044,1
3475,1.26,16982436524.61746,2.857,0.05,1
3476,1.24,24547089156.850334,1.951,0.05,1
3477,0.55,20417379446.695316,1.463,0.038,1
3478,1.9,16218100973.58933,2.879,0.051,1
3479,1.02,23442288153.19918,0.676,0.048,0
3480,1.11,7413102413.009162,2.015,0.049,1
3481,0.68,15135612484.362072,1.399,0.042,1
3482,0.66,9332543007.969925,7.119,0.065,1
3483,0.46,14791083881.682072,1.646,0.035,1
3484,1.48,9332543007.969925,1.625,0.051,1
3485,0.66,40738027780.41122,2.178,0.042,0
3486,0.83,15135612484.362072,0.365,0.046,0
3487,1.7,32359365692.96281,1.423,0.051,0
3488,1.79,60255958607.435684,2.435,0.15,0
3489,0.67,15488166189.124796,2.234,0.042,1
3490,0.73,85113803820.2376,1.832,0.044,0
3491,1.89,12022644346.174131,3.638,0.064,1
3492,1.45,14125375446.227554,2.232,0.051,1
3493,0.73,66069344800.75964,1.483,0.044,0
3494,1.67,15488166189.124796,2.593,0.051,1
3495,1.85,20417379446.695316,0.658,0.051,0
3496,0.83,17782794100.38923,0.913,0.046,0
3497,1.16,39810717055.34969,0.793,0.05,0
3498,1.85,74131024130.09161,4.555,0.094,1
3499,1.22,10471285480.508986,0.948,0.05,0
3500,1.87,7244359600.749891,3.439,0.051,1
